annotation_item_id,annotation_id,item,level,pid,suggestion,observation,start_measure,end_measure,score
3539,120,6,1,15,0,4,161,176,6.0
3555,120,22,2,15,2,6,161,176,6.0
3556,120,23,2,15,1,7,161,176,6.0
3571,121,6,1,15,0,4,177,184,6.0
3587,121,22,2,15,2,6,177,184,6.0
3588,121,23,2,15,2,6,177,184,6.0
3600,122,3,1,15,0,4,201,208,6.0
3611,122,14,2,15,7,3,201,208,6.0
3638,123,9,1,15,0,4,214,216,6.0
3661,123,32,2,15,7,3,214,216,6.0
3670,124,9,1,15,0,6,233,240,6.0
3693,124,32,2,15,7,4,233,240,6.0
3699,125,6,1,15,0,5,262,263,6.0
3716,125,23,2,15,1,6,262,263,6.0
3734,126,9,1,15,0,3,271,272,6.0
3757,126,32,2,15,7,2,271,272,6.0
3766,127,9,1,15,0,4,300,302,6.0
3788,127,31,2,15,7,4,300,302,6.0
3798,128,9,1,16,0,6,1,5,10.0
3820,128,31,2,16,6,5,1,5,10.0
3830,129,9,1,16,0,7,41,45,10.0
3852,129,31,2,16,7,6,41,45,10.0
3862,130,9,1,16,0,6,66,66,10.0
3885,130,32,2,16,7,3,66,66,10.0
3894,131,9,1,16,0,10,73,80,10.0
3916,131,31,2,16,0,7,73,80,10.0
3920,132,3,1,16,0,8,108,108,10.0
3931,132,14,2,16,5,4,108,108,10.0
3958,133,9,1,16,0,8,145,148,10.0
3981,133,32,2,16,7,6,145,148,10.0
3990,134,9,1,16,0,8,177,177,10.0
4013,134,32,2,16,7,6,177,177,10.0
4022,135,9,1,16,0,7,210,210,10.0
4045,135,32,2,16,7,5,210,210,10.0
4054,136,9,1,16,0,5,215,216,10.0
4077,136,32,2,16,7,4,215,216,10.0
4086,137,9,1,16,0,10,249,263,10.0
4108,137,31,2,16,0,7,249,263,10.0
4109,137,32,2,16,0,7,249,263,10.0
4118,138,9,1,16,0,5,297,302,10.0
4141,138,32,2,16,7,2,297,302,10.0
4150,139,9,1,17,0,7,10,10,8.0
4173,139,32,2,17,7,5,10,10,8.0
4182,140,9,1,17,0,6,59,64,8.0
4204,140,31,2,17,7,5,59,64,8.0
4214,141,9,1,17,0,5,67,67,8.0
4237,141,32,2,17,7,2,67,67,8.0
4243,142,6,1,17,0,6,81,88,8.0
4259,142,22,2,17,3,1,81,88,8.0
4260,142,23,2,17,3,1,81,88,8.0
4275,143,6,1,17,0,6,81,88,8.0
4278,143,9,1,17,0,5,81,88,8.0
4291,143,22,2,17,3,1,81,88,8.0
4292,143,23,2,17,3,1,81,88,8.0
4300,143,31,2,17,6,3,81,88,8.0
4304,144,3,1,17,0,6,113,120,8.0
4315,144,14,2,17,6,3,113,120,8.0
4338,145,5,1,17,0,6,139,139,8.0
4354,145,21,2,17,1,4,139,139,8.0
4371,146,6,1,17,0,10,165,176,8.0
4388,146,23,2,17,0,1,165,176,8.0
4406,147,9,1,17,0,7,177,184,8.0
4428,147,31,2,17,7,4,177,184,8.0
4437,148,8,1,17,0,5,209,213,8.0
4457,148,28,2,17,6,4,209,213,8.0
4458,148,29,2,17,6,4,209,213,8.0
4470,149,9,1,17,0,10,256,263,8.0
4493,149,32,2,17,0,7,256,263,8.0
4518,150,25,2,17,7,4,299,302,8.0
4533,151,8,1,18,0,5,1,6,10.0
4534,151,9,1,18,0,5,1,6,10.0
4553,151,28,2,18,6,4,1,6,10.0
4556,151,31,2,18,7,4,1,6,10.0
4563,152,6,1,18,0,10,41,45,10.0
4598,153,9,1,18,0,10,57,64,10.0
4620,153,31,2,18,0,7,57,64,10.0
4623,154,2,1,18,0,10,65,72,10.0
4634,154,13,2,18,0,6,65,72,10.0
4654,155,1,1,18,0,10,97,104,10.0
4662,155,9,1,18,0,10,97,104,10.0
4664,155,11,2,18,0,6,97,104,10.0
4687,156,2,1,18,0,10,129,136,10.0
4690,156,5,1,18,0,10,129,136,10.0
4693,156,8,1,18,0,10,129,136,10.0
4694,156,9,1,18,0,10,129,136,10.0
4726,157,9,1,18,0,8,148,148,10.0
4749,157,32,2,18,7,6,148,148,10.0
4751,158,2,1,18,0,10,169,176,10.0
4762,158,13,2,18,0,6,169,176,10.0
4784,159,3,1,18,0,8,201,206,10.0
4787,159,6,1,18,0,8,201,206,10.0
4803,159,22,2,18,3,1,201,206,10.0
4818,160,5,1,18,0,10,225,232,10.0
4854,161,9,1,18,0,6,240,240,10.0
4877,161,32,2,18,7,4,240,240,10.0
4886,162,9,1,18,0,6,262,262,10.0
4909,162,32,2,18,7,3,262,262,10.0
4918,163,9,1,18,0,6,262,262,10.0
4941,163,32,2,18,7,3,262,262,10.0
4944,164,3,1,18,0,7,289,292,10.0
4955,164,14,2,18,3,6,289,292,10.0
4982,165,9,1,19,0,6,1,5,5.0
5004,165,31,2,19,7,4,1,5,5.0
5014,166,9,1,19,0,4,9,32,5.0
5037,166,32,2,19,7,2,9,32,5.0
5046,167,9,1,19,0,5,41,45,5.0
5068,167,31,2,19,7,4,41,45,5.0
5078,168,9,1,19,0,4,50,56,5.0
5101,168,32,2,19,7,2,50,56,5.0
5110,169,9,1,19,0,3,66,66,5.0
5133,169,32,2,19,7,2,66,66,5.0
5142,170,9,1,19,0,5,93,96,5.0
5165,170,32,2,19,7,2,93,96,5.0
5174,171,9,1,19,0,2,129,136,5.0
5196,171,31,2,19,7,2,129,136,5.0
5197,171,32,2,19,7,2,129,136,5.0
5203,172,6,1,19,0,5,145,150,5.0
5220,172,23,2,19,1,5,145,150,5.0
5238,173,9,1,19,0,4,193,196,5.0
5261,173,32,2,19,7,2,193,196,5.0
5266,174,5,1,19,0,4,214,216,5.0
5282,174,21,2,19,7,2,214,216,5.0
5298,175,5,1,19,0,4,214,216,5.0
5314,175,21,2,19,2,7,214,216,5.0
5330,176,5,1,19,0,4,233,236,5.0
5346,176,21,2,19,1,7,233,236,5.0
5366,177,9,1,19,0,5,266,267,5.0
5389,177,32,2,19,7,2,266,267,5.0
5390,178,1,1,19,0,4,289,292,5.0
5400,178,11,2,19,1,6,289,292,5.0
5423,179,2,1,19,0,4,305,305,5.0
5433,179,12,2,19,3,2,305,305,5.0
5455,180,2,1,20,0,4,1,5,8.0
5466,180,13,2,20,6,4,1,5,8.0
5486,181,1,1,20,0,4,41,45,8.0
5496,181,11,2,20,5,7,41,45,8.0
5524,182,7,1,20,0,10,65,72,8.0
5542,182,25,2,20,0,7,65,72,8.0
5558,183,9,1,20,0,4,88,88,8.0
5581,183,32,2,20,7,2,88,88,8.0
5584,184,3,1,20,0,4,105,112,8.0
5595,184,14,2,20,5,1,105,112,8.0
5622,185,9,1,20,0,3,113,113,8.0
5645,185,32,2,20,7,2,113,113,8.0
5654,186,9,1,20,0,4,131,131,8.0
5677,186,32,2,20,7,2,131,131,8.0
5686,187,9,1,20,0,4,136,136,8.0
5709,187,32,2,20,7,2,136,136,8.0
5716,188,7,1,20,0,8,153,160,8.0
5733,188,24,2,20,2,1,153,160,8.0
5750,189,9,1,20,0,4,167,168,8.0
5773,189,32,2,20,7,2,167,168,8.0
5782,190,9,1,20,0,4,176,176,8.0
5805,190,32,2,20,7,2,176,176,8.0
5814,191,9,1,20,0,4,222,222,8.0
5837,191,32,2,20,7,2,222,222,8.0
5846,192,9,1,20,0,4,240,240,8.0
5869,192,32,2,20,7,2,240,240,8.0
5878,193,9,1,20,0,4,262,262,8.0
5901,193,32,2,20,7,3,262,262,8.0
5910,194,9,1,20,0,5,271,272,8.0
5933,194,32,2,20,7,3,271,272,8.0
5942,195,9,1,20,0,5,282,283,8.0
5965,195,32,2,20,7,3,282,283,8.0
5968,196,3,1,20,0,4,289,292,8.0
5972,196,7,1,20,0,4,289,292,8.0
5979,196,14,2,20,2,6,289,292,8.0
5992,196,27,2,20,6,2,289,292,8.0
5997,196,32,2,20,7,2,289,292,8.0
6006,197,9,1,21,0,5,15,16,8.0
6029,197,32,2,21,7,2,15,16,8.0
6036,198,7,1,21,0,6,41,45,8.0
6053,198,24,2,21,3,2,41,45,8.0
6070,199,9,1,21,0,4,65,68,8.0
6093,199,32,2,21,7,2,65,68,8.0
6099,200,6,1,21,0,5,81,85,8.0
6116,200,23,2,21,2,5,81,85,8.0
6134,201,9,1,21,0,10,105,112,8.0
6156,201,31,2,21,0,7,105,112,8.0
6166,202,9,1,21,0,5,118,118,8.0
6189,202,32,2,21,7,3,118,118,8.0
6192,203,3,1,21,0,10,137,144,8.0
6197,203,8,1,21,0,10,137,144,8.0
6203,203,14,2,21,0,7,137,144,8.0
6219,203,30,2,21,0,7,137,144,8.0
6230,204,9,1,21,0,2,167,168,8.0
6253,204,32,2,21,7,1,167,168,8.0
6262,205,9,1,21,0,4,174,176,8.0
6285,205,32,2,21,7,2,174,176,8.0
6286,206,1,1,21,0,7,193,200,8.0
6295,206,10,2,21,5,3,193,200,8.0
6326,207,9,1,21,0,4,206,206,8.0
6349,207,32,2,21,7,2,206,206,8.0
6357,208,8,1,21,0,10,225,232,8.0
6379,208,30,2,21,0,7,225,232,8.0
6390,209,9,1,21,0,4,240,240,8.0
6413,209,32,2,21,7,2,240,240,8.0
6420,210,7,1,21,0,9,249,263,8.0
6421,210,8,1,21,0,10,249,263,8.0
6438,210,25,2,21,0,7,249,263,8.0
6439,210,26,2,21,0,7,249,263,8.0
6443,210,30,2,21,0,7,249,263,8.0
6452,211,7,1,22,0,4,1,6,6.0
6470,211,25,2,22,4,2,1,6,6.0
6482,212,5,1,22,0,4,38,38,6.0
6498,212,21,2,22,2,5,38,38,6.0
6518,213,9,1,22,0,3,41,45,6.0
6540,213,31,2,22,7,1,41,45,6.0
6550,214,9,1,22,0,4,54,56,6.0
6573,214,32,2,22,7,2,54,56,6.0
6574,215,1,1,22,0,3,73,80,6.0
6584,215,11,2,22,3,7,73,80,6.0
6614,216,9,1,22,0,4,86,88,6.0
6637,216,32,2,22,7,2,86,88,6.0
6640,217,3,1,22,0,4,105,112,6.0
6643,217,6,1,22,0,3,105,112,6.0
6651,217,14,2,22,5,1,105,112,6.0
6660,217,23,2,22,1,6,105,112,6.0
6670,218,1,1,22,0,3,121,127,6.0
6678,218,9,1,22,0,4,121,127,6.0
6680,218,11,2,22,2,7,121,127,6.0
6700,218,31,2,22,7,2,121,127,6.0
6710,219,9,1,22,0,4,140,140,6.0
6733,219,32,2,22,7,2,140,140,6.0
6739,220,6,1,22,0,4,145,152,6.0
6742,220,9,1,22,0,4,145,152,6.0
6756,220,23,2,22,1,6,145,152,6.0
6765,220,32,2,22,7,2,145,152,6.0
6774,221,9,1,22,0,3,157,157,6.0
6797,221,32,2,22,7,2,157,157,6.0
6806,222,9,1,22,0,4,177,184,6.0
6828,222,31,2,22,7,2,177,184,6.0
6829,222,32,2,22,7,5,177,184,6.0
6835,223,6,1,22,0,7,202,208,6.0
6852,223,23,2,22,2,6,202,208,6.0
6870,224,9,1,22,0,3,217,223,6.0
6893,224,32,2,22,7,2,217,223,6.0
6902,225,9,1,22,0,2,236,236,6.0
6925,225,32,2,22,7,1,236,236,6.0
6934,226,9,1,22,0,4,271,272,6.0
6957,226,32,2,22,7,2,271,272,6.0
6966,227,9,1,22,0,4,300,300,6.0
6989,227,32,2,22,7,2,300,300,6.0
6998,228,9,1,22,0,3,305,305,6.0
7021,228,32,2,22,7,1,305,305,6.0
7056,230,3,1,23,0,5,1,6,7.0
7058,230,5,1,23,0,4,1,6,7.0
7062,230,9,1,23,0,5,1,6,7.0
7067,230,14,2,23,5,7,1,6,7.0
7073,230,20,2,23,6,2,1,6,7.0
7084,230,31,2,23,7,3,1,6,7.0
7094,231,9,1,23,0,4,9,29,7.0
7096,231,11,2,23,1,6,9,29,7.0
7117,231,32,2,23,7,2,9,29,7.0
7118,232,1,1,23,0,4,9,32,7.0
7126,232,9,1,23,0,4,9,32,7.0
7128,232,11,2,23,2,6,9,32,7.0
7149,232,32,2,23,7,2,9,32,7.0
7150,233,1,1,23,0,4,41,45,7.0
7158,233,9,1,23,0,4,41,45,7.0
7160,233,11,2,23,5,7,41,45,7.0
7180,233,31,2,23,7,2,41,45,7.0
7187,234,6,1,23,0,3,46,46,7.0
7204,234,23,2,23,3,6,46,46,7.0
7216,235,3,1,23,0,4,49,56,7.0
7222,235,9,1,23,0,4,49,56,7.0
7227,235,14,2,23,6,3,49,56,7.0
7245,235,32,2,23,7,2,49,56,7.0
7254,236,9,1,23,0,3,67,68,7.0
7277,236,32,2,23,7,2,67,68,7.0
7283,237,6,1,23,0,4,72,72,7.0
7300,237,23,2,23,2,7,72,72,7.0
7315,238,6,1,23,0,6,94,94,7.0
7332,238,23,2,23,2,3,94,94,7.0
7350,239,9,1,23,0,4,107,107,7.0
7373,239,32,2,23,7,3,107,107,7.0
7382,240,9,1,23,0,4,132,135,7.0
7405,240,32,2,23,7,3,132,135,7.0
7414,241,9,1,23,0,4,146,146,7.0
7437,241,32,2,23,7,2,146,146,7.0
7443,242,6,1,23,0,4,145,149,7.0
7460,242,23,2,23,2,6,145,149,7.0
7478,243,9,1,23,0,4,164,164,7.0
7501,243,32,2,23,7,2,164,164,7.0
7510,244,9,1,23,0,5,182,182,7.0
7533,244,32,2,23,7,3,182,182,7.0
7554,245,21,2,23,3,6,209,209,7.0
7574,246,9,1,23,0,4,212,212,7.0
7597,246,32,2,23,7,2,212,212,7.0
7603,247,6,1,23,0,4,217,221,7.0
7620,247,23,2,23,3,5,217,221,7.0
7638,248,9,1,23,0,4,233,233,7.0
7661,248,32,2,23,7,2,233,233,7.0
7670,249,9,1,23,0,4,240,240,7.0
7693,249,32,2,23,7,2,240,240,7.0
7702,250,9,1,23,0,4,275,275,7.0
7725,250,32,2,23,7,3,275,275,7.0
7734,251,9,1,23,0,4,277,278,7.0
7757,251,32,2,23,7,2,277,278,7.0
7763,252,6,1,23,0,4,284,284,7.0
7780,252,23,2,23,3,6,284,284,7.0
7795,253,6,1,23,0,3,289,292,7.0
7796,253,7,1,23,0,3,289,292,7.0
7798,253,9,1,23,0,2,289,292,7.0
7811,253,22,2,23,5,1,289,292,7.0
7814,253,25,2,23,7,2,289,292,7.0
7820,253,31,2,23,7,1,289,292,7.0
7829,254,8,1,24,0,7,1,6,9.0
7830,254,9,1,24,0,8,1,6,9.0
7849,254,28,2,24,7,5,1,6,9.0
7852,254,31,2,24,7,6,1,6,9.0
7862,255,9,1,24,0,6,19,19,9.0
7885,255,32,2,24,7,5,19,19,9.0
8014,260,1,1,25,0,5,4,4,5.0
8022,260,9,1,25,0,4,4,4,5.0
8024,260,11,2,25,1,6,4,4,5.0
8045,260,32,2,25,7,3,4,4,5.0
8054,261,9,1,25,0,4,10,10,5.0
8077,261,32,2,25,7,2,10,10,5.0
8079,262,2,1,25,0,4,38,38,5.0
8089,262,12,2,25,6,7,38,38,5.0
8098,262,21,2,25,5,7,38,38,5.0
8110,263,1,1,25,0,5,41,45,5.0
8120,263,11,2,25,5,7,41,45,5.0
8150,264,9,1,25,0,4,56,56,5.0
8173,264,32,2,25,7,3,56,56,5.0
8182,265,9,1,25,0,4,57,61,5.0
8204,265,31,2,25,7,3,57,61,5.0
8214,266,9,1,25,0,4,65,72,5.0
8237,266,32,2,25,7,2,65,72,5.0
8244,267,7,1,25,0,4,79,80,5.0
8263,267,26,2,25,7,2,79,80,5.0
8270,268,1,1,25,0,4,81,96,5.0
8279,268,10,2,25,6,3,81,96,5.0
8304,269,3,1,25,0,5,105,112,5.0
8315,269,14,2,25,5,3,105,112,5.0
8342,270,9,1,25,0,4,115,115,5.0
8365,270,32,2,25,7,2,115,115,5.0
8374,271,9,1,25,0,4,129,129,5.0
8397,271,32,2,25,7,2,129,129,5.0
8406,272,9,1,25,0,3,145,148,5.0
8429,272,32,2,25,7,1,145,148,5.0
8430,273,1,1,25,0,3,169,176,5.0
8440,273,11,2,25,1,5,169,176,5.0
8470,274,9,1,25,0,3,177,177,5.0
8493,274,32,2,25,7,2,177,177,5.0
8502,275,9,1,25,0,4,209,209,5.0
8525,275,32,2,25,7,2,209,209,5.0
8527,276,2,1,25,0,3,224,224,5.0
8537,276,12,2,25,5,7,224,224,5.0
8558,277,1,1,25,0,4,233,240,5.0
8566,277,9,1,25,0,3,233,240,5.0
8567,277,10,2,25,7,4,233,240,5.0
8589,277,32,2,25,7,2,233,240,5.0
8590,278,1,1,25,0,4,256,263,5.0
8598,278,9,1,25,0,4,256,263,5.0
8599,278,10,2,25,7,4,256,263,5.0
8621,278,32,2,25,7,3,256,263,5.0
8629,279,8,1,25,0,4,289,292,5.0
8630,279,9,1,25,0,4,289,292,5.0
8652,279,31,2,25,7,2,289,292,5.0
8662,280,9,1,25,0,4,297,302,5.0
8685,280,32,2,25,7,2,297,302,5.0
8694,281,9,1,26,0,6,41,45,8.0
8716,281,31,2,26,7,5,41,45,8.0
8718,282,1,1,26,0,6,49,56,8.0
8727,282,10,2,26,5,4,49,56,8.0
8758,283,9,1,26,0,4,84,84,8.0
8781,283,32,2,26,7,2,84,84,8.0
8784,284,3,1,26,0,5,105,112,8.0
8790,284,9,1,26,0,6,105,112,8.0
8795,284,14,2,26,6,4,105,112,8.0
8812,284,31,2,26,7,4,105,112,8.0
8821,285,8,1,26,0,5,129,136,8.0
8822,285,9,1,26,0,6,129,136,8.0
8844,285,31,2,26,7,4,129,136,8.0
8853,286,8,1,26,0,5,129,136,8.0
8854,286,9,1,26,0,6,129,136,8.0
8876,286,31,2,26,7,4,129,136,8.0
8883,287,6,1,26,0,4,151,152,8.0
8900,287,23,2,26,1,5,151,152,8.0
8912,288,3,1,26,0,5,161,166,8.0
8923,288,14,2,26,6,2,161,166,8.0
8942,289,1,1,26,0,5,177,184,8.0
8951,289,10,2,26,5,3,177,184,8.0
8974,290,1,1,26,0,4,185,200,8.0
8983,290,10,2,26,6,3,185,200,8.0
9014,291,9,1,26,0,4,202,202,8.0
9037,291,32,2,26,7,2,202,202,8.0
9038,292,1,1,26,0,5,209,216,8.0
9047,292,10,2,26,5,3,209,216,8.0
9078,293,9,1,26,0,4,217,221,8.0
9101,293,32,2,26,7,3,217,221,8.0
9102,294,1,1,26,0,5,232,232,8.0
9108,294,7,1,26,0,4,232,232,8.0
9111,294,10,2,26,2,6,232,232,8.0
9125,294,24,2,26,5,2,232,232,8.0
9142,295,9,1,26,0,4,275,275,8.0
9165,295,32,2,26,7,2,275,275,8.0
